_id,OBJECTID,AGENCY_NAME,ORGANIZATION_ADDRESS,NEIGHBOURHOOD,OFFICE_PHONE,EMAIL,WEBSITE,ELIGIBILITY,DESCRIPTION_SERVICE,APPLICATION,LANGUAGES,ACCESSIBILITY,HOURS,LEGAL_STATUS,DATE_UPDATED,ADDRESS_POINT_ID,X,Y,LONGITUDE,LATITUDE,ADDRESS_FULL,MUNICIPALITY,POSTAL_CODE,geometry
119,872,Scadding Court Community Centre,"707 Dundas St W, Toronto, ON     M5T 2W6","Kensington-Chinatown, 78",416-392-0335,,"<a href=""http://www.scaddingcourt.org"" target=""_blank"">www.scaddingcourt.org</a>","Newly arrived immigrants, Convention refugees and permanent residents","Information and referral on settlement issues including social assistance, language instruction, housing, education, recreation, health, employment * form filling * liaison with social assistance offices * interpretation and translation * information and orientation workshops * income tax clinic<br><br>

Newcomer Youth Program -- for youth 13-16 years * recreational activities * leadership training * referral and counselling * leadership training * educational workshops","Call or visit, with copy of landing paper or Permanent Resident Card",English ; Burmese ; Chinese (Cantonese) ; Chinese (Mandarin),Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall,"Mon-Fri 9 am-4 pm<br><br>

<b>Summer closing</b> -- facilities closed for 2 weeks annual maintenance and reopens the Tuesday after Labour Day * <b>Winter closing</b> -- yearly December 25 to January 1 inclusive",(50) Non Profit ; (51) Registered Charity,2016-03-03T05:00:00,796653,,,,,707 Dundas St W,former Toronto,M5T 2W6,"{u'type': u'Point', u'coordinates': (-79.4048938943, 43.6517857046)}"
120,873,Eva's Initiatives,"11 Ordnance St, Toronto, ON     M6K 1A1","Niagara, 82",Administration 416-977-4497,info@evas.ca,"<a href=""http://www.evasinitiatives.com"" target=""_blank"">www.evasinitiatives.com</a>",Homeless and at-risk youth,Works collaboratively with homeless and at-risk youth * provides safe shelter and a range of services and programs -- see branch entries for details,,English,"Wheelchair accessible washroom, assistance needed with door ; Wheelchair accessible main entrance, assistance needed with door ; Street parking",Mon-Fri 9 am-5 pm,(50) Non Profit ; (51) Registered Charity,2015-05-05T04:00:00,3121362,,,,,11 Ordnance St,former Toronto,M6K 1A1,"{u'type': u'Point', u'coordinates': (-79.409673361, 43.6391851267)}"
121,874,SKETCH Working Arts,"Artscape Youngplace, 180 Shaw St, Lower level, Toronto, ON     M6J 2W5","Trinity-Bellwoods, 81",416-516-1559,info@sketch.ca,"<a href=""http://www.sketch.ca"" target=""_blank"">www.sketch.ca</a>","Street-involved, homeless, or marginalized youth 16-29 years","Community arts development initiative * creative training, workshops and studio time -- activities include visual art, theatre, music, video, creative writing, spoken word, silkscreening, enviro-arts, mural painting, culinary arts (seasonal list available online) * skill building programs include arts facilitation training, youth leadership, marketing and selling artwork * programs offered at various locations -- call or visit website for details","Drop in, call, email or visit website for information",English,Wheelchair accessible - call for details,Administration -- Mon-Thu 9 am-5 pm * program hours vary -- activities calendar available online,(50) Non Profit ; (51) Registered Charity,2015-09-29T04:00:00,866475,,,,,180 Shaw St,former Toronto,M6J 2W5,"{u'type': u'Point', u'coordinates': (-79.417586261, 43.6468989084)}"
122,875,Youth Action Network,"260 Spadina Ave, Ste 309, Toronto, ON     M5T 2E4","Kensington-Chinatown, 78",416-368-2277,general@youthactionnetwork.org,"<a href=""http://www.youthactionnetwork.org"" target=""_blank"">www.youthactionnetwork.org</a>","Primarily youth 13-26 years, and their allies","Promotes community involvement * <b> Resource Action Centre </b> -- information and referral on social, environmental, health, youth culture and other issues * educational workshops and programs * volunteer and leadership opportunities * <b>Youth Social Infrastructure</b> * coordinates annual Youth Week events, RUCKUS! anti-racism conference * <b>YAN Productions</b>",Call or email,English,Not Accessible,Mon-Fri 9 am-5 pm * some evening and weekend hours,(50) Non Profit ; (51) Registered Charity,2013-10-31T04:00:00,869982,,,,,260 Spadina Ave,former Toronto,M5T 2E4,"{u'type': u'Point', u'coordinates': (-79.3982598311, 43.6519145541)}"
123,876,West Neighbourhood House,"248 Ossington Ave, Toronto, ON     M6J 3A2","Trinity-Bellwoods, 81",416-532-4828,sherrysq@westnh.org,"<a href=""http://www.westnh.org"" target=""_blank"">www.westnh.org</a>",Private lessons -- 7 years and older,"Individual instruction in voice, piano, guitar, accordion and violin * adult choir * after school opera program for children 7-12 years * choir for children 7-13 years * Suite Life Arts for Youth, 13-21 years, to explore all aspects of music, dance, drama and live performance -- free",New students -- call for registration dates,English,Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall,"Mon-Fri 4 pm-9 pm, Sat 9 am-5 pm",(50) Non Profit ; (51) Registered Charity,2015-07-27T04:00:00,7552886,,,,,248 Ossington Ave,former Toronto,M6J 3A2,"{u'type': u'Point', u'coordinates': (-79.4212098226, 43.6497730874)}"
124,877,Canadian Centre for Women's Education and Development,"2296 Eglinton Ave E, Unit 4, Toronto, ON     M1K 2M2","Ionview, 125",416-285-6881,ccfw@bellnet.ca,"<a href=""http://"" target=""_blank""></a>","Low income women (including senior women), children and youth * focus on immigrant women and children","Case management * counselling for abused women and children * court accompaniment * support for young women with addictions * drop-in for newcomers (youth, women, seniors) * educational workshops * family and individual counselling * form filling including applications for subsidized housing * information and referral * mentoring for young women * outreach including young women and women with disabilities * seniors activities * youth programs * volunteer opportunities",,English ; Arabic ; Gujarati ; Hindi ; Punjabi ; Tamil ; Urdu,Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall ; Elevator with lowered control panel ; Designated parking,Mon-Fri 9 am-5 pm,(50) Non Profit ; (51) Registered Charity,2015-01-19T05:00:00,9086312,,,,,2296 Eglinton Ave E,Scarborough,M1K 2M2,"{u'type': u'Point', u'coordinates': (-79.2757587349, 43.7309175536)}"
125,878,Yonge Street Mission,"310 Gerrard St E, Toronto, ON     M5A 2G7","Regent Park, 72",416-929-9614 ext 4226,computers@ysm.ca,"<a href=""http://www.ysm.ca"" target=""_blank"">www.ysm.ca</a>","Children, senior kindergarten to grade 12","Teaching centre in the language of computers and the Internet * 8-11 week courses, meeting once or twice weekly * offers instruction in program applications and Internet techniques * March break and summer computer camps",,English,Wheelchair accessible - call for details,"Mon-Fri 3:30 pm-7:30 pm, Sat 10 am-12 noon",(50) Non Profit ; (51) Registered Charity,2014-08-15T04:00:00,4907665,,,,,310 Gerrard St E,former Toronto,M5A 2G7,"{u'type': u'Point', u'coordinates': (-79.3660084903, 43.6624659787)}"
126,879,Warden Woods Community Centre,"74 Firvalley Crt, Toronto, ON     M1L 1N9","Oakridge, 121",416-694-1138,warden@wardenwoods.com,"<a href=""http://www.wardenwoods.com"" target=""_blank"">www.wardenwoods.com</a>",Open to all ages and a wide variety of cultures,"Multiservice agency providing programs for women, newcomers and people with physical challenges * support services to build on client strengths, to build community, and to enable independent community living * participates in Toronto Ride<br><br>

<b>Community Development for Families, Adults, Children and Youth</b> --
cultural and recreation programs * income tax clinic * job search support * computer classes * information and referral * informal counselling * family support * youth drop-in * tutoring * kids club * heritage classes * women's group -- mutual support and social activities * fresh produce market -- various locations and times * Advice Lawyer --  Legal Aid clinic for summary advice Wednesday 7 pm-9 pm by appointment<br><br>

<b>Homelessness Prevention Program</b> -- for adults 55 years and older at risk of losing their housing * information, referral, counselling, advocacy, crisis intervention and ongoing monitoring",Call for information,English ; Arabic ; Tamil,Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall,Mon-Fri 9 am-5 pm * also evening and weekend programs,(50) Non Profit ; (51) Registered Charity,2015-02-26T05:00:00,11070280,,,,,74 Firvalley Crt,Scarborough,M1L 1N9,"{u'type': u'Point', u'coordinates': (-79.2781242467, 43.7039399444)}"
127,880,SEAS Centre,"606 Gerrard St E, Toronto, ON     M4M 1Y3","North Riverdale, 68",416-466-8842,info@seascentre.org,"<a href=""http://www.seascentre.org"" target=""_blank"">www.seascentre.org</a>","Immigrants, refugees and their families","<b>Support Enhance Access Service Centre</b><br><br>

<b>Community Development</b> -- volunteer recruitment, training and placement, community networking and partnership<br><br>

<b>New Immigrant Drop-In</b> -- mutual support group for newcomers * supportive counselling * information and referral * assistance in filling out forms for social assistance, income security programs, and affordable housing * escort * translation and interpretation * free Internet access<br> <br> 

<b>Filipino Program</b> -- support services for Live-in Caregiver Program participants * labour and migrant rights advocacy, life skills training, migrant worker networking<br> <br>

<b>Family Drop-in</b> -- Ontario Early Years Centre programs<br> <br> 

<b>Women's Drop-in</b> -- informal meeting place for Vietnamese and Chinese women * support groups, recreation, workshops<br> <br> 

<b>Senior's Drop-In</b> -- informal meeting place for Southeast Asian seniors (Cambodian, Chinese, Lao, Vietnamese) * recreation, weekly social events<br><br>

<b>Speak Out for Youth Action</b> -- youth drop-in * peer group organized arts programs and community activities * leadership and life skills training * volunteer opportunities",Drop in,English ; Chinese (Cantonese) ; Chinese (Mandarin) ; Filipino ; Vietnamese,Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall,"Mon-Fri 9:30 am-5:30 pm, Sat 9 am-1 pm",(50) Non Profit ; (51) Registered Charity,2015-02-24T05:00:00,11046882,,,,,606 Gerrard St E,former Toronto,M4M 1Y3,"{u'type': u'Point', u'coordinates': (-79.3517354126, 43.6658529426)}"
128,881,SEAS Centre,"3907 Don Mills Rd, Toronto, ON     M2H 2S7","Hillcrest Village, 48",416-490-6491,info@seascentre.org,"<a href=""http://www.seascentre.org"" target=""_blank"">www.seascentre.org</a>","Immigrants, refugees and their families","<b>Support Enhance Access Service Centre</b>
<br> <br>
<b>Family Services</b> -- domestic violence prevention and crisis intervention * men's mental health program * parenting groups * family life education
<br> <br>
 <b>Seniors Programs</b> -- social and recreational activities
<br> <br> 
<b>Youth Programs</b> -- children and youth recreation * leadership training * newcomer adaptation",Drop in,English ; Chinese (Cantonese) ; Chinese (Mandarin) ; Filipino ; Vietnamese,Wheelchair accessible building including main entrance but not washrooms,Mon-Fri 9:30 am-5:30 pm,(50) Non Profit ; (51) Registered Charity,2015-02-24T05:00:00,508058,,,,,3875-3931 Don Mills Rd,North York,M2H 2S7,"{u'type': u'Point', u'coordinates': (-79.3571888337, 43.8077477543)}"
129,882,Heritage Skills Development Centre,"400 McCowan Rd, Ground Flr, Toronto, ON     M1J 1J5","Eglinton East, 138",416-345-1613,info@hsdconline.org,"<a href=""http://www.hsdconline.org"" target=""_blank"">www.hsdconline.org</a>","Immigrants, newcomers, women, seniors, persons with low incomes, at risk children and youth","Settlement services for immigrants and newcomers * information and referral * employment preparation * job search workshops * self employment, business integration training * computer and Internet training * support groups for women and seniors * mentoring, recreation and after school programs for children and youth, including those at risk * homework club * French language classes * basic sewing and fashion design program * single mothers support group * Community Access Program (CAP) * computer repair services * summer youth entrepreneurship program<br><br>

<b>Computer donations</b> -- donations of new or refurbished laptops, desktop computers and accessories accepted * drop off or contact the office to arrange for pick-up","Call, drop in, email or fax",English ; French ; Chinese (Mandarin) ; Filipino ; Hausa ; Hindi ; Ibo ; Spanish ; Swahili ; Twi ; Urdu ; Yoruba,"Wheelchair accessible automatic main entrance ; barrier free washrooms * elevator, parking * accessible computer room",Mon-Fri 9 am-6 pm,(50) Non Profit,2014-09-02T04:00:00,361216,,,,,400 McCowan Rd,Scarborough,M1J 1J5,"{u'type': u'Point', u'coordinates': (-79.241172369, 43.7411020621)}"
130,883,For You Telecare Family Service,"Korean Cultural Centre, 1133 Leslie St, Ste 211 and 212, Toronto, ON     M3C 2J6","Banbury-Don Mills, 42",416-447-3535,admin@futfs.org,"<a href=""http://futfs.org"" target=""_blank"">futfs.org</a>",Korean Canadians and Canadians related to Korean people,"Telephone counselling response includes immediate emotional support, crisis intervention or suicide prevention * links to other appropriate emergency services * face-to-face individual, group and family counselling * community outreach counselling and visitation for clients facing barriers to accessing services * information and referral * translation and interpretation * counselling education and volunteer training program * public education and awareness * recreation and social activities<br><br>

<b>Health programs</b> -- home hospice program and palliative care provided by trained volunteers * healthy lifestyle workshops for youth and seniors * smoke-free education for youth * diabetes prevention program for seniors<br><br>

 <b>Parenting programs</b> -- Focus on Early Years and Mothers * Focus on Fathers * parenting skills workshop * life skills workshops<br><br>

<b>Seniors programs</b> -- reassurance program including counselling and visitation * outreach * recreation<br><br>

<b>Violence prevention</b> -- outreach to families experiencing violence and abuse * Partner Assault Response (PAR) Program - individual anger and stress management courses and counselling for men * women and children's support group<br><br>

<b>Youth programs</b> -- seminars, career development, leadership training and recreation * Mind and Motion Program -- summer youth volunteering program * retreat",Call or drop in,English ; Korean,Not Accessible,Office -- Mon-Fri 9:30 am-6 pm * Crisis line -- Mon-Sun 24 hours,(50) Non Profit ; (51) Registered Charity,2015-04-06T04:00:00,12491274,,,,,1133 Leslie St,North York,M3C 2J6,"{u'type': u'Point', u'coordinates': (-79.3485028063, 43.7263494362)}"
131,884,Christie Ossington Neighbourhood Centre,"854 Bloor St W, Toronto, ON     M6G 1M2","Dovercourt-Wallace Emerson-Junction, 93",,robert@conc.ca,"<a href=""http://www.loftycsei.org"" target=""_blank"">www.loftycsei.org</a>",Youth 16-29 years,"Social enterprise initiatives in a multi-use space to promote youth community engagement and entrepreneurship * aim is to provide social supports, skills training, mentorship and networking opportunities<br><br>

<b>Under The Radar</b> -- art and design social enterprise offering graphic, web and clothing design, screen printing and mural production<br><br>

<b>LOFT Kitchen</b> -- youth-run caf employing marginalized and at-risk youth to help them develop employment skills for the culinary field <br><br>

<b>LOFT Sound Studio</b> -- 12 weekly sessions of free studio time and one day of collaborative music-making to practice technical and musical skills","Drop in, by referral or call for information",English ; Hindi ; Italian ; Portuguese ; Punjabi ; Spanish,Not Accessible,Mon-Fri 10 am-5 pm * some evenings and weekends,(50) Non Profit ; (51) Registered Charity,2015-11-06T05:00:00,773037,,,,,854 Bloor St W,former Toronto,M6G 1M2,"{u'type': u'Point', u'coordinates': (-79.4242932667, 43.6625370086)}"
132,885,Christie Ossington Neighbourhood Centre,"St Raymond Catholic School, 270 Barton Ave, Toronto, ON     M6G 1R4","Dovercourt-Wallace Emerson-Junction, 93",Site 416-792-7977,alia@conc.ca,"<a href=""http://www.conccommunity.org"" target=""_blank"">www.conccommunity.org</a>",High-needs children 6-12 years * priority to local families with low income or in crisis,"After school, summer, suspension help and special events programs * alternative educational experience * one-on-one and group programs * literacy skills * arts, theatre, recreation, sports","Register by phone or at main office, 854 Bloor St W",English ; Amharic ; Arabic ; Chinese (Cantonese) ; Hindi ; Italian ; Japanese ; Korean ; Portuguese ; Spanish ; Swahili ; Turkish,Not Accessible,"Mon-Fri 3:30 pm-6 pm, Sept-June * summer camp hours vary",(50) Non Profit ; (51) Registered Charity,2015-11-26T05:00:00,2448028,,,,,270 Barton Ave,former Toronto,M6G 1R4,"{u'type': u'Point', u'coordinates': (-79.4230151587, 43.6659535314)}"
133,886,Sherbourne Health Centre,"333 Sherbourne St, 2nd Fl, Toronto, ON     M5A 2S5","Moss Park, 73",416-324-5077,soy@sherbourne.on.ca,"<a href=""http://www.soytoronto.org"" target=""_blank"">www.soytoronto.org</a>","Lesbian, gay, bisexual, transsexual and transgender youth 16-29 years * also youth unsure of their sexual orientation","Community development * arts and recreational projects * support groups for newcomer and immigrant youth, Black youth and youth of colour, bisexual, transgender and genderqueer youth * Monday evening drop-in for homeless and street-involved youth * mentoring program * support and referrals to employment and training, settlement, health, housing * email list-serve","Call, drop in or email",English ; Arabic ; interpreters can be arranged for other languages * American Sign Language (ASL) interpreters available for some events,Wheelchair accessible -- call for details,"Office -- Mon-Thu 10 am-6 pm, Fri 10 am-5 pm * most support groups, activities and events are held evenings and weekends -- call for details",(50) Non Profit ; (51) Registered Charity,2014-02-06T05:00:00,20060731,,,,,333 Sherbourne St,former Toronto,M5A 2S5,"{u'type': u'Point', u'coordinates': (-79.3722868676, 43.6624183023)}"
134,887,YouthLink,"3850 Finch Ave E, Unit 410, Toronto, ON     M1T 3T6","L'Amoreaux, 117",416-502-9293,admin@nwsyc.com,"<a href=""http://www.nwsyc.com"" target=""_blank"">www.nwsyc.com</a>",Youth and young adults,Homework help and tutoring for students grades 7-12 * after school drop-in * young women's program * leadership training * newcomer drop-in * youth resiliency programs * volunteer opportunities * March Break and summer camp,,English,Wheelchair accessible main entrance ; Barrier free washrooms ; Designated parking,Mon-Fri 10 am-6 pm,(50) Non Profit ; (51) Registered Charity,2014-05-08T04:00:00,3369840,,,,,3850 Finch Ave E,Scarborough,M1T 3T6,"{u'type': u'Point', u'coordinates': (-79.3006276774, 43.8006429947)}"
135,888,Community MicroSkills Development Centre,"Westown Plaza, 235 Dixon Rd, Unit 16, Toronto, ON     M9P 2M5","Kingsview Village-The Westway, 6",416-247-7181 ext 2601,admin@microskills.ca,"<a href=""http://www.microskills.ca"" target=""_blank"">www.microskills.ca</a>",Youth 13-29 years,"Community centre * after school programs * life skills training and employability skills * employment counselling, resume help, pre-employment and pre-apprenticeship programs * settlement services * homework help * social and recreation programs * leadership training * discussion groups<br><br>

<b>Community Connections Mentorship Program</b> (formerly HOST Program) -- group activities for newly arrived immigrant and refugee youth to help orient them to their new community and establish social and professional networks * trained and experienced volunteer mentors assist, with focus on citizenship and civic engagement or skills and career development<br><br>

<b>Settlement Program</b> (formerly Immigrant Settlement and Adaptation Program) -- services to enable immigrants and refugees to integrate into Canadian society including orientation programs, language and skills training to help facilitate employment, and programs to welcome newcomers to the community * individual agencies may provide needs and eligibility assessments, pre- and post-arrival information and referral, job search and employment counselling, assistance to establish social and professional networks to promote community engagement, and assistance to access a range of settlement services","Call, drop in or email",English ; other languages on request,Not wheelchair accessible,Mon-Fri 10 am-6:30 pm,(50) Non Profit ; (51) Registered Charity,2015-09-23T04:00:00,996700,,,,,235 Dixon Rd,Etobicoke,M9P 2M5,"{u'type': u'Point', u'coordinates': (-79.5439123762, 43.6966790689)}"
136,889,Neighbourhood Link Support Services,"3036 Danforth Ave, Toronto, ON     M4C 1N2","Taylor-Massey, 61",416-691-7407,info@neighbourhoodlink.org,"<a href=""http://www.neighbourhoodlink.org"" target=""_blank"">www.neighbourhoodlink.org</a>","All youth who meet eligibility criteria (see below) * newcomers to Canada, including refugees","<b>Kick Start Youth Homework and Recreation Club</b> -- after school programs for youth 7-12 years * homework club * mentorship program for youth 13-18 years * recreation * located at Crescent Town Club, 2A The Market Place
<br><br>
<b>Newcomer services</b> * Beginners Computer and Keyboarding -- basic computer class to learn how to use a computer, including Microsoft Word, Internet use and improving keyboarding skills * Conversation Circle -- practice English language skills, located at Crescent Town Club, 2A The Market Place * Healthy Lifestyle Workshops -- information on healthy lifestyle choices and reduce the stress of adjusting to Canadian culture, at Crescent Town Club, 2A The Market Place",Call for appointment or to register for programs,English,Wheelchair accessible building including main entrance and barrier free washrooms * street parking close to entrance,Mon-Fri 9 am-5 pm,(50) Non Profit ; (51) Registered Charity,2015-04-27T04:00:00,20101189,,,,,3036 Danforth Ave,East York,M4C 1N2,"{u'type': u'Point', u'coordinates': (-79.289800128, 43.6910896177)}"
137,890,WoodGreen Community Services,"243 Cosburn Ave, Toronto, ON     M4J 2M2","Danforth Village-East York, 59",416-645-6000,mzavaleta@woodgreen.org,"<a href=""http://www.woodgreen.org"" target=""_blank"">www.woodgreen.org</a>",No restrictions,"Parent/caregiver and child programs * after school programs for youth 6-12 years * March break and summer day programs * social and recreation programs * Growing Up Healthy Downtown (see separate entry) -- for children birth-6 years
<br><br>
Homeward Bound, 416-466-9299 ext 3006/3030 -- 4 year program for single mothers with children under 18 and at risk of homelessness * full set of services to help mothers become self sufficient and ensure the success of their children, including life skills training, housing, child care, postsecondary education and connection to well-paid employment * application and information on website","Call, drop in or visit the website",English,Wheelchair accessible building including main entrance and barrier free washrooms,,(50) Non Profit ; (51) Registered Charity,2015-02-02T05:00:00,14307159,,,,,243 Cosburn Ave,East York,M4J 2M2,"{u'type': u'Point', u'coordinates': (-79.3423799755, 43.6904760998)}"
138,891,Out of the Cold. Meal Programs,"Knox Presbyterian Church, 630 Spadina Ave, Toronto, ON     M5S 2H4","University, 79",Church 416-921-8993,,"<a href=""http://www.knoxtoronto.org"" target=""_blank"">www.knoxtoronto.org</a>",Youth 16-25 years,<b>Winter drop-in for youth 16-25 years only</b> * supper * food bank * clothing and household items exchange,,English,"Wheelchair accessible - side door, north side ; Barrier-free washroom ; Lot and street parking","November 3, 2015 to April 27, 2016 -- Tue 6:30 pm-9 pm",(50) Non Profit ; (51) Registered Charity,2015-09-30T04:00:00,870141,,,,,630 Spadina Ave,former Toronto,M5S 2H4,"{u'type': u'Point', u'coordinates': (-79.4023902389, 43.6625406305)}"
139,892,Fairlawn Neighbourhood Centre,"28 Fairlawn Ave, Toronto, ON     M5M 1S7","Lawrence Park North, 105",416-488-3446,info@thefnc.org,"<a href=""http://www.fairlawnneighbourhoodcentre.com"" target=""_blank"">www.fairlawnneighbourhoodcentre.com</a>",All ages,"Enrichment programs for children and youth -- music, theatre, drama * fitness and recreation programs * wellness workshops * adult education * off-site location for Ontario Early Years programs * volunteer opportunities","Call, drop in or visit website to register for programs",English,"Wheelchair accessible -- call for details * street parking, entrance close by","Mon-Thu 9 am-8:30 pm, Fri 9 am-4 pm, Sat 9 am-12 noon",(50) Non Profit ; (51) Registered Charity,2014-11-06T05:00:00,7777140,,,,,28 Fairlawn Ave,former Toronto,M5M 1S7,"{u'type': u'Point', u'coordinates': (-79.404931403, 43.7309892275)}"
140,893,Geneva Centre for Autism,"112 Merton St, Toronto, ON     M4S 2Z8","Mount Pleasant West, 104",416-322-7877 * Intake 1-855-372-3858 (1-855-DS-ADULT),info@autism.net,"<a href=""http://www.autism.net"" target=""_blank"">www.autism.net</a>",Young adults 18-30 years diagnosed with autism spectrum disorder including Pervasive Developmental Disorder and Asperger Syndrome * must live in Toronto,<b>Pathways of Extended Learning</b> -- pre-vocational and vocational programs * <b> Group and transition programs</b>  -- social clubs * social skills * life skills * recreation * <b> Person Directed Planning</b>  -- life planning process to help define goals and find the supports and funding needed to reach those goals,"Contact Developmental Services Ontario, Toronto Region 1-855-372-3858 (1-855-DS-ADULT)",English,Wheelchair accessible building including main entrance and barrier free washrooms * street parking close to entrance,Mon-Fri 8:30 am-4:30 pm * evening appointments and workshops/groups,(50) Non Profit ; (51) Registered Charity,2015-01-22T05:00:00,7274151,,,,,112 Merton St,former Toronto,M4S 2Z8,"{u'type': u'Point', u'coordinates': (-79.3928092899, 43.6970697839)}"
141,895,WoodGreen Community Services,"815 Danforth Ave, Ste 300, Toronto, ON     M4J 1L2","Danforth Village-Toronto, 66",416-645-6000 ext 2100/2200,newcomerinfo@woodgreen.org,"<a href=""http://www.woodgreen.org"" target=""_blank"">www.woodgreen.org</a>",Newcomers (immigrants and refugees) * Mentorship for Internationally Trained Professionals -- foreign-trained professionals who are landed immigrants or Convention refugees,"<b>Settlement services</b> -- orientation, integration * counselling * information and referral * newcomer workshops * worker and parent network support groups * Muslim young women's group * financial literacy program * newcomer volunteer program * English Conversation Circle * Microsoft Computer Certification Program * social and recreational activities * <b>Befriending Program</b> -- matches newcomers with Canadian volunteer hosts who offer orientation to their local area and moral support in their transition to Canada<br><br>

<b><a href="" http://www.woodgreen.org/homeportal.aspx"" target=""_blank"">H.O.M.E (Housing Opportunities and Marketplace Exchange)</a></b> -- connects Syrian refugees with available housing, goods and services <br><br>

<b>Immigrant Youth Program</b> -- for youth 13-24 years * friendship and emotional support * individual support * homework club * computer camp * sports club * social and recreational activities * orientation to postsecondary education* job search support * support for at-risk newcomer youth<br><br>

<b>Mentorship for Internationally Trained Professionals</b> -- one-on-one or online program * matches internationally trained professionals with a mentor from a similar profession for cultural and professional orientation * <b>Community Connections Group Activity Program</b> -- group activities for newly arrived immigrants and refugees to help orient them to their new community and establish social and professional networks * trained and experienced volunteer mentors assist, with focus on citizenship and civic engagement or skills and career development
<br><br>

Seasonal income tax clinic -- open to all
<br><br>

Some programs and services provided off site<br><br>
Settlement Program, formerly Immigrant Settlement and Adaptation Program",Call for appointment or drop in,English ; French ; Albanian ; Arabic ; Armenian ; Belorussian ; Bengali ; Chinese (Cantonese) ; Chinese (Mandarin) ; Czech ; Farsi ; Filipino ; German ; Greek ; Gujarati ; Hindi ; Hungarian ; Italian ; Japanese ; Polish ; Portuguese ; Punjabi ; Russian ;,"Wheelchair accessible automatic main entrance ; Easy access to elevator ; Wheelchair accessible washroom, assistance needed with door ; Street parking - not designated","Mon-Thu 9 am-5 pm, Fri 9 am-12:30 pm * some evening and Saturday programs",(50) Non Profit ; (51) Registered Charity,2016-01-25T05:00:00,7569237,,,,,815 Danforth Ave,former Toronto,M4J 1L2,"{u'type': u'Point', u'coordinates': (-79.3409712695, 43.6794389538)}"
142,896,Bangladeshi Canadian Community Services,"2899 Danforth Ave, Toronto, ON     M4C 1M3","East End-Danforth, 62",416-699-4484,nakter@bangladeshi.ca,"<a href=""http://www.bangladeshi.ca"" target=""_blank"">www.bangladeshi.ca</a>",Open to all including immigrants and refugees * focus on Taylor Massey community,"Settlement services * information and referral including for legal advice on refugee and immigration matters or for crisis intervention for assaulted women or men * form filling * sessions to address domestic abuse and violence * individual, couple and family counselling * job search support -- mentoring, placement, information * career counselling for internationally trained professionals * youth counselling * support groups for families
<br><br>
After School Tutoring Program (ASTP) -- for students 10-29 years, Saturdays 2-5 pm at AccessPoint on Danforth, 3079 Danforth Ave
<br><br>
Senior Services -- senior support program * workshops, accompaniment to appointments, interpreting, home supports
<br><br>
Youth Engagement Program * Youth Eliminates Smoking program",Call for appointment,English ; Bengali ; Hindi ; Urdu,"Wheelchair accessible washroom, assistance needed with door ; Main entrance wheelchair accessible",Mon-Fri 9:30 am-4:30 pm,(50) Non Profit ; (51) Registered Charity,2015-09-15T04:00:00,790475,,,,,2899 Danforth Ave,former Toronto,M4C 1M3,"{u'type': u'Point', u'coordinates': (-79.2939779674, 43.6896991338)}"
143,897,Harriet Tubman Community Organization,"1761 Sheppard Ave E, Main Fl, Street Level, Toronto, ON     M2J 0A5","Henry Farm, 53",416-496-2042,info@tubmancommunity.org,"<a href=""http://www.tubmancommunity.org"" target=""_blank"">www.tubmancommunity.org</a>","Focus on African-Canadian children, youth and their families","Social and recreational programs * leadership program for youth 15-24 years * personal and social development for young women 13-19 years, includes information on health and sexuality * counselling for youth 14-18 years * support, information and referral for newcomers * tutoring * summer day camp * intergenerational health education and healing circles for women 17-55 years * <b>Youth Honouring Community Achievements</b> -- recognizes the contributions of the African-Canadian community * cultural and social events<br><br>

Programs offered at various locations",Call for information,English ; French,Wheelchair accessible automatic main entrance,Mon-Fri 12 noon-7 pm,(50) Non Profit,2015-07-15T04:00:00,30013252,,,,,1761 Sheppard Ave E,North York,M2J 0A5,"{u'type': u'Point', u'coordinates': (-79.3430369482, 43.7756095392)}"
144,898,Youth Unlimited,"57 Mobile Dr, Toronto, ON     M4A 1H5","Victoria Village, 43",416-383-1477,yu@youthunlimitedgta.com,"<a href=""http://www.youthunlimitedgta.ca"" target=""_blank"">www.youthunlimitedgta.ca</a>",At risk youth 10-21 years,"Christian perspective, non-denominational * counselling * neighbourhood, school and street outreach * young mother's group * case management * life skills * job search skills * programs held at various locations * volunteer opportunities",Call office,English,Wheelchair accessible - call for details,Mon-Fri 9 am-5 pm,(50) Non Profit,2015-01-19T05:00:00,8211544,,,,,57 Mobile Dr,North York,M4A 1H5,"{u'type': u'Point', u'coordinates': (-79.3190368915, 43.7240122395)}"
